Autotrace Enabled
Shows the execution plan as well as statistics of the statement.
================================
= 1. Všichni uživatelé se svým stavem konta seřazení sestupně
================================

FIRST_NAME                                                                                                                                                                                                                                                      LAST_NAME                                                                                                                                                                                                                                                           AMOUNT
Annelise                                                                                                                                                                                                                                                        Peyto                                                                                                                                                                                                                                                             49580,07
Adena                                                                                                                                                                                                                                                           Mohamed                                                                                                                                                                                                                                                           49562,17
Trix                                                                                                                                                                                                                                                            Choake                                                                                                                                                                                                                                                            49474,47
Vivien                                                                                                                                                                                                                                                          Kingsnorth                                                                                                                                                                                                                                                        49452,49
Leta                                                                                                                                                                                                                                                            Gumbrell                                                                                                                                                                                                                                                          49405,21
Benjamen                                                                                                                                                                                                                                                        Culkin                                                                                                                                                                                                                                                            49385,29
Theodora                                                                                                                                                                                                                                                        Van Halle                                                                                                                                                                                                                                                         49355,99
Fidelio                                                                                                                                                                                                                                                         Willmer                                                                                                                                                                                                                                                           49301,46
Gabriele                                                                                                                                                                                                                                                        Bootes                                                                                                                                                                                                                                                            49282,89
Alessandra                                                                                                                                                                                                                                                      Mordie                                                                                                                                                                                                                                                             48900,6
Gar                                                                                                                                                                                                                                                             Syer                                                                                                                                                                                                                                                              48807,65
Aaron                                                                                                                                                                                                                                                           Seabrocke                                                                                                                                                                                                                                                         48791,98
Elaine                                                                                                                                                                                                                                                          Pigney                                                                                                                                                                                                                                                             48681,9
Pascale                                                                                                                                                                                                                                                         Girodon                                                                                                                                                                                                                                                           48667,32
Bent                                                                                                                                                                                                                                                            Fullman                                                                                                                                                                                                                                                           48653,23
Padgett                                                                                                                                                                                                                                                         Koop                                                                                                                                                                                                                                                              48636,23
Darby                                                                                                                                                                                                                                                           Howey                                                                                                                                                                                                                                                             48554,58
Daveta                                                                                                                                                                                                                                                          Atmore                                                                                                                                                                                                                                                            48521,11
Lemar                                                                                                                                                                                                                                                           Tocqueville                                                                                                                                                                                                                                                       48510,85
Lenard                                                                                                                                                                                                                                                          Yurmanovev                                                                                                                                                                                                                                                        48510,33
Walt                                                                                                                                                                                                                                                            Fruchter                                                                                                                                                                                                                                                          48350,86
Welch                                                                                                                                                                                                                                                           Dummett                                                                                                                                                                                                                                                           48296,29
Kylila                                                                                                                                                                                                                                                          Consadine                                                                                                                                                                                                                                                         48286,73
Jamima                                                                                                                                                                                                                                                          Kirimaa                                                                                                                                                                                                                                                           48254,16
Charlean                                                                                                                                                                                                                                                        Aymer                                                                                                                                                                                                                                                             48233,87
Tomi                                                                                                                                                                                                                                                            Maker                                                                                                                                                                                                                                                             48232,78
Merle                                                                                                                                                                                                                                                           Shrive                                                                                                                                                                                                                                                             48192,6
Lona                                                                                                                                                                                                                                                            Egarr                                                                                                                                                                                                                                                             48158,46
Florentia                                                                                                                                                                                                                                                       Gude                                                                                                                                                                                                                                                              48139,72
Elonore                                                                                                                                                                                                                                                         Heaysman                                                                                                                                                                                                                                                          47994,49
Eleanore                                                                                                                                                                                                                                                        Norton                                                                                                                                                                                                                                                            47904,87
Nichole                                                                                                                                                                                                                                                         Hackwell                                                                                                                                                                                                                                                          47850,78
Laurel                                                                                                                                                                                                                                                          Dacre                                                                                                                                                                                                                                                             47822,44
Ody                                                                                                                                                                                                                                                             Augustin                                                                                                                                                                                                                                                          47785,02
Cosmo                                                                                                                                                                                                                                                           Beagles                                                                                                                                                                                                                                                           47778,18
Sholom                                                                                                                                                                                                                                                          Vondruska                                                                                                                                                                                                                                                         47740,46
Robin                                                                                                                                                                                                                                                           Plumbley                                                                                                                                                                                                                                                          47738,76
Jilleen                                                                                                                                                                                                                                                         Pepall                                                                                                                                                                                                                                                            47694,97
Brittni                                                                                                                                                                                                                                                         Buxton                                                                                                                                                                                                                                                            47584,97
Sybille                                                                                                                                                                                                                                                         Gerlts                                                                                                                                                                                                                                                            47576,59
Warden                                                                                                                                                                                                                                                          Marcam                                                                                                                                                                                                                                                             47535,2
Kennan                                                                                                                                                                                                                                                          McSwan                                                                                                                                                                                                                                                            47519,33
Brandais                                                                                                                                                                                                                                                        Dyment                                                                                                                                                                                                                                                            47463,19
Biddy                                                                                                                                                                                                                                                           Squibe                                                                                                                                                                                                                                                            47452,46
Iormina                                                                                                                                                                                                                                                         Leggott                                                                                                                                                                                                                                                           47349,87
Charline                                                                                                                                                                                                                                                        Digman                                                                                                                                                                                                                                                             47349,5
Yolanthe                                                                                                                                                                                                                                                        Bhar                                                                                                                                                                                                                                                               47348,5
Jessi                                                                                                                                                                                                                                                           Mandell                                                                                                                                                                                                                                                            47320,6
Lee                                                                                                                                                                                                                                                             Linch                                                                                                                                                                                                                                                              47315,5
Ingram                                                                                                                                                                                                                                                          Parkyn                                                                                                                                                                                                                                                            47291,81
Joanne                                                                                                                                                                                                                                                          Donahue                                                                                                                                                                                                                                                           47269,13
Marylee                                                                                                                                                                                                                                                         Petrishchev                                                                                                                                                                                                                                                       47255,61
Nonnah                                                                                                                                                                                                                                                          Ingerfield                                                                                                                                                                                                                                                        47170,24
Maynard                                                                                                                                                                                                                                                         Forcer                                                                                                                                                                                                                                                            47151,36
Elayne                                                                                                                                                                                                                                                          Lidgely                                                                                                                                                                                                                                                           47105,36
Anitra                                                                                                                                                                                                                                                          Thunders                                                                                                                                                                                                                                                          47083,38
Peyter                                                                                                                                                                                                                                                          Denkel                                                                                                                                                                                                                                                            47015,97
Nancy                                                                                                                                                                                                                                                           Pett                                                                                                                                                                                                                                                              46959,62
Eberhard                                                                                                                                                                                                                                                        Cossins                                                                                                                                                                                                                                                           46821,21
Evania                                                                                                                                                                                                                                                          Baulk                                                                                                                                                                                                                                                             46680,69
Kissee                                                                                                                                                                                                                                                          Barhem                                                                                                                                                                                                                                                               46634
Elaine                                                                                                                                                                                                                                                          Keaves                                                                                                                                                                                                                                                            46620,44
Amble                                                                                                                                                                                                                                                           Choudhury                                                                                                                                                                                                                                                         46602,24
Marcellus                                                                                                                                                                                                                                                       Mayer                                                                                                                                                                                                                                                             46458,71
Stepha                                                                                                                                                                                                                                                          Sango                                                                                                                                                                                                                                                             46432,46
Lona                                                                                                                                                                                                                                                            Egarr                                                                                                                                                                                                                                                             46387,96
Lavinie                                                                                                                                                                                                                                                         Clelland                                                                                                                                                                                                                                                          46235,19
Gilbert                                                                                                                                                                                                                                                         Humbey                                                                                                                                                                                                                                                            46223,24
Jervis                                                                                                                                                                                                                                                          Jerrome                                                                                                                                                                                                                                                           46158,14
Consuela                                                                                                                                                                                                                                                        Sherville                                                                                                                                                                                                                                                         46037,07
Celinda                                                                                                                                                                                                                                                         Smethurst                                                                                                                                                                                                                                                         45977,78
Anatollo                                                                                                                                                                                                                                                        Hext                                                                                                                                                                                                                                                              45925,76
Brooke                                                                                                                                                                                                                                                          Attenborrow                                                                                                                                                                                                                                                       45902,65
Babara                                                                                                                                                                                                                                                          Bunford                                                                                                                                                                                                                                                           45803,21
Amalie                                                                                                                                                                                                                                                          Peyzer                                                                                                                                                                                                                                                            45750,66
Amata                                                                                                                                                                                                                                                           Coaster                                                                                                                                                                                                                                                           45740,45
Lilly                                                                                                                                                                                                                                                           Crenage                                                                                                                                                                                                                                                           45705,67
Rosy                                                                                                                                                                                                                                                            Belcham                                                                                                                                                                                                                                                            45677,2
May                                                                                                                                                                                                                                                             Sanday                                                                                                                                                                                                                                                             45407,1
Sari                                                                                                                                                                                                                                                            Fulun                                                                                                                                                                                                                                                             45360,53
Burch                                                                                                                                                                                                                                                           Sayers                                                                                                                                                                                                                                                            45332,31
Nathaniel                                                                                                                                                                                                                                                       Meneo                                                                                                                                                                                                                                                             45331,86
Keir                                                                                                                                                                                                                                                            Benardette                                                                                                                                                                                                                                                        45288,27
Dannel                                                                                                                                                                                                                                                          Decaze                                                                                                                                                                                                                                                            45250,62
Sollie                                                                                                                                                                                                                                                          Rubertis                                                                                                                                                                                                                                                          45188,77
Rriocard                                                                                                                                                                                                                                                        Eckly                                                                                                                                                                                                                                                             45184,34
